"","Date","Month","Year","Landing Site","Data Collector","Group","Fishgear","# Boats","#Fishers","Family","Species","Length","Weight_kg","Weight_g","FishGroups","EnglishName","KiswahiliName","Bycatch","Price_KSHPerkg","FunGr_Diet","TrophLevel","SE_TrophLevel","Vulnerability","Lmat_cm","Lopt_cm","Linf_cm","SizeCategory","Diet","Mobility","Active","Schooling","Position","TempPrefMin_degC","TempPrefMean_degC","TempPrefMax_degC","Calcium_mgPer100g","Calicum_L95","Calcium_U95","Iron_mgPer100g","Iron_L95","Iron_U95","Omega3_gPer100g","Omega3_L95","Omega3_U95","Protein_gPer100g","Protein_L95","Protein_U95","VitaminA_ugPer100g","VitaminA_L95","VitaminA_U95","Selenium_ugPer100g","Selenium_L95","Selenium_U95","Zinc_mgPer100g","Zinc_L95","Zinc_U95","Source","Notes","Lopt_ratio","Lmat_ratio"
"37",2022-10-09,"October","2022","Vanga","Sofia Saidi","5","Ring net",1,34,"Carangidae","Alepes djedaba",16.1,0.036,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,20.1,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",0.800995024875622,0.842931937172775
"38",2022-10-09,"October","2022","Vanga","Sofia Saidi","5","Ring net",1,34,"Carangidae","Alepes djedaba",16.2,0.036,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,20.1,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",0.805970149253731,0.848167539267016
"39",2022-10-09,"October","2022","Vanga","Sofia Saidi","5","Ring net",1,34,"Carangidae","Alepes djedaba",16.8,0.037,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,20.1,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",0.835820895522388,0.879581151832461
"40",2022-10-09,"October","2022","Vanga","Sofia Saidi","5","Ring net",1,34,"Carangidae","Alepes djedaba",18.2,0.042,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,20.1,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",0.90547263681592,0.952879581151832
"41",2022-10-11,"October","2022","Vanga","Sofia Saidi","1","Ring net",1,20,"Carangidae","Alepes djedaba",13.9,0.028,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,20.1,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",0.691542288557214,0.727748691099476
"42",2022-10-11,"October","2022","Vanga","Sofia Saidi","1","Ring net",1,20,"Carangidae","Alepes djedaba",14.2,0.025,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,20.1,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",0.706467661691542,0.743455497382199
"43",2022-10-11,"October","2022","Vanga","Sofia Saidi","1","Ring net",1,20,"Carangidae","Alepes djedaba",12.6,0.018,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,20.1,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",0.626865671641791,0.659685863874345
"44",2022-10-13,"October","2022","Vanga","Sofia Saidi","2","Ring net",1,25,"Carangidae","Alepes djedaba",13.5,0.02,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,20.1,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",0.671641791044776,0.706806282722513
"45",2022-10-13,"October","2022","Vanga","Sofia Saidi","2","Ring net",1,25,"Carangidae","Alepes djedaba",11.6,0.014,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,20.1,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",0.577114427860696,0.607329842931937
"46",2022-09-03,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,26,"Carangidae","Atule mate",24.2,0.147,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,20.8,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",1.16346153846154,1.22842639593909
"47",2022-09-03,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,26,"Carangidae","Atule mate",24.4,0.143,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,20.8,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",1.17307692307692,1.23857868020305
"48",2022-09-03,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,26,"Carangidae","Atule mate",23.6,0.133,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,20.8,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",1.13461538461538,1.19796954314721
"49",2022-09-03,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,26,"Carangidae","Atule mate",24.9,0.156,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,20.8,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",1.19711538461538,1.26395939086294
"50",2022-09-03,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,26,"Carangidae","Atule mate",25.8,0.175,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,20.8,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",1.24038461538462,1.30964467005076
"51",2022-09-11,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,23,"Carangidae","Atule mate",26.7,0.219,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,20.8,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishBase","",1.28365384615385,1.35532994923858
